V1	V(a)	V(out)
Step Information: Bval=0  (Step: 1/2)
4.600000000000000e-01	4.600000e-01	4.600009e-01
4.700000000000000e-01	4.700000e-01	4.700009e-01
4.800000000000000e-01	4.800000e-01	4.800009e-01
4.900000000000000e-01	4.900000e-01	4.900009e-01
5.000000000000000e-01	5.000000e-01	5.000008e-01
5.100000000000000e-01	5.100000e-01	5.100008e-01
5.200000000000000e-01	5.200000e-01	5.200008e-01
5.300000000000000e-01	5.300000e-01	5.300008e-01
5.400000000000000e-01	5.400000e-01	5.400008e-01
5.500000000000000e-01	5.500000e-01	5.500007e-01
5.600000000000001e-01	5.600000e-01	5.600007e-01
5.700000000000001e-01	5.700000e-01	5.700007e-01
5.800000000000000e-01	5.800000e-01	5.800007e-01
5.900000000000000e-01	5.900000e-01	5.900007e-01
6.000000000000000e-01	6.000000e-01	6.000007e-01
6.100000000000000e-01	6.100000e-01	6.100007e-01
6.200000000000000e-01	6.200000e-01	6.200007e-01
6.300000000000000e-01	6.300000e-01	6.300007e-01
6.400000000000000e-01	6.400000e-01	6.400006e-01
6.500000000000000e-01	6.500000e-01	6.500006e-01
6.600000000000000e-01	6.600000e-01	6.600006e-01
6.700000000000000e-01	6.700000e-01	6.700006e-01
6.800000000000000e-01	6.800000e-01	6.800006e-01
6.900000000000001e-01	6.900000e-01	6.900006e-01
7.000000000000001e-01	7.000000e-01	7.000006e-01
7.100000000000000e-01	7.100000e-01	7.100006e-01
7.200000000000000e-01	7.200000e-01	7.200006e-01
7.300000000000000e-01	7.300000e-01	7.300006e-01
7.400000000000000e-01	7.400000e-01	7.400005e-01
7.500000000000000e-01	7.500000e-01	7.500005e-01
7.600000000000000e-01	7.600000e-01	7.600005e-01
7.700000000000000e-01	7.700000e-01	7.700005e-01
7.800000000000000e-01	7.800000e-01	7.800005e-01
7.900000000000000e-01	7.900000e-01	7.900005e-01
8.000000000000000e-01	8.000000e-01	8.000005e-01
8.100000000000001e-01	8.100000e-01	8.100005e-01
8.200000000000001e-01	8.200000e-01	8.200005e-01
8.300000000000001e-01	8.300000e-01	8.300005e-01
8.400000000000000e-01	8.400000e-01	8.400005e-01
8.500000000000000e-01	8.500000e-01	8.500004e-01
8.600000000000000e-01	8.600000e-01	8.600004e-01
8.700000000000000e-01	8.700000e-01	8.700004e-01
8.800000000000000e-01	8.800000e-01	8.800004e-01
8.900000000000000e-01	8.900000e-01	8.900004e-01
9.000000000000000e-01	9.000000e-01	9.000004e-01
9.100000000000000e-01	9.100000e-01	9.100004e-01
9.200000000000000e-01	9.200000e-01	9.200004e-01
9.300000000000000e-01	9.300000e-01	9.300004e-01
9.400000000000001e-01	9.400000e-01	9.400004e-01
9.500000000000001e-01	9.500000e-01	9.500003e-01
9.600000000000000e-01	9.600000e-01	9.600003e-01
9.700000000000000e-01	9.700000e-01	9.700004e-01
9.800000000000000e-01	9.800000e-01	9.800004e-01
9.900000000000000e-01	9.900000e-01	9.900004e-01
1.000000000000000e+00	1.000000e+00	1.000000e+00
1.010000000000000e+00	1.010000e+00	1.010000e+00
1.020000000000000e+00	1.020000e+00	1.020000e+00
1.030000000000000e+00	1.030000e+00	1.030000e+00
1.040000000000000e+00	1.040000e+00	1.040000e+00
1.050000000000000e+00	1.050000e+00	1.050000e+00
1.060000000000000e+00	1.060000e+00	1.060000e+00
1.070000000000000e+00	1.070000e+00	1.070000e+00
1.080000000000000e+00	1.080000e+00	1.080000e+00
1.090000000000000e+00	1.090000e+00	1.090000e+00
1.100000000000000e+00	1.100000e+00	1.100000e+00
1.110000000000000e+00	1.110000e+00	1.110000e+00
1.120000000000000e+00	1.120000e+00	1.120000e+00
1.130000000000000e+00	1.130000e+00	1.130000e+00
1.140000000000000e+00	1.140000e+00	1.140000e+00
1.150000000000000e+00	1.150000e+00	1.150000e+00
1.160000000000000e+00	1.160000e+00	1.160000e+00
